customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01677,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,75.61,4302.99,No
CUST-01678,Female,0,No,No,10,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),59.17,616.34,No
CUST-01679,Female,1,Yes,No,63,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.14,3477.6,Yes
CUST-01680,Female,1,No,No,30,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),54.32,1654.94,No
CUST-01681,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),65.55,691.83,No
CUST-01682,Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,831.32,Yes
CUST-01683,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),84.35,2964.08,No
CUST-01684,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),72.5,62.74,No
CUST-01685,Male,0,No,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.8,1177.76,No
CUST-01686,Female,0,No,No,35,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),60.05,2101.56,No
CUST-01687,Male,1,Yes,No,48,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),33.79,1624.22,Yes
CUST-01688,Male,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),75.55,1973.23,No
CUST-01689,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,63.42,714.56,No
CUST-01690,Female,0,No,No,57,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,55.45,3156.4,No
CUST-01691,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.05,383.45,Yes
CUST-01692,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),47.63,2015.59,No
CUST-01693,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),78.43,3596.26,No
CUST-01694,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,62.84,1398.1,No
CUST-01695,Female,0,No,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.68,606.16,No
CUST-01696,Male,0,No,No,6,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,65.85,362.6,No
CUST-01697,Male,1,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.76,768.8,No
CUST-01698,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,71.0,2269.95,Yes
CUST-01699,Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.24,540.27,No
CUST-01700,Male,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.22,1237.41,No
CUST-01701,Female,0,Yes,Yes,51,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),55.82,2852.14,No
CUST-01702,Male,0,Yes,Yes,41,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),43.36,1775.21,No
CUST-01703,Male,1,No,No,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.86,0.0,Yes
CUST-01704,Male,1,No,No,62,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),31.98,1964.38,No
CUST-01705,Female,0,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.24,101.75,No
CUST-01706,Male,0,Yes,No,57,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),31.21,1795.07,Yes
CUST-01707,Female,0,No,No,49,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,51.22,2512.52,No
CUST-01708,Female,0,No,Yes,33,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,55.76,1828.46,No
CUST-01709,Female,0,Yes,No,50,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,44.32,2209.93,No
CUST-01710,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.64,590.6,Yes
CUST-01711,Male,0,No,Yes,25,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),73.0,1839.17,Yes
CUST-01712,Male,0,No,No,31,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,52.33,1636.14,No
CUST-01713,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.24,802.49,No
CUST-01714,Female,1,No,Yes,61,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,51.34,3113.57,No
CUST-01715,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),67.79,739.0,Yes
CUST-01716,Female,0,Yes,Yes,39,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),67.53,2644.25,No
CUST-01717,Male,0,No,No,33,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,48.11,1572.66,Yes
CUST-01718,Female,0,No,Yes,69,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.99,3874.76,Yes
CUST-01719,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,433.06,No
CUST-01720,Female,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),66.58,448.82,No
CUST-01721,Male,1,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.86,3122.17,No
CUST-01722,Male,0,No,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.31,1836.96,No
CUST-01723,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.15,3636.81,Yes
CUST-01724,Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,74.79,455.08,Yes
CUST-01725,Female,0,No,No,25,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),45.26,1150.79,No
CUST-01726,Female,0,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,61.88,3589.5,No
CUST-01727,Male,1,No,No,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,61.97,4193.86,No
CUST-01728,Female,0,No,No,46,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,62.47,2893.09,No
CUST-01729,Female,0,Yes,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.51,2186.95,Yes
CUST-01730,Female,0,No,Yes,29,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),59.2,1746.85,No
CUST-01731,Male,0,No,No,49,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),44.29,2177.88,No
CUST-01732,Male,1,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,62.07,1422.23,No
CUST-01733,Female,1,Yes,Yes,29,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),57.63,1652.86,Yes
CUST-01734,Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.0,3509.68,Yes
CUST-01735,Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.4,5735.22,No
CUST-01736,Male,0,Yes,No,31,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.0,1723.01,No
CUST-01737,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.05,136.01,No
CUST-01738,Male,1,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.03,1332.88,No
CUST-01739,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.13,2443.51,No
CUST-01740,Female,0,No,Yes,45,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.23,3047.98,Yes
CUST-01741,Female,0,No,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.32,977.33,Yes
CUST-01742,Female,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),62.75,3786.92,No
CUST-01743,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.43,1384.38,No
CUST-01744,Female,0,No,No,62,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,46.28,2842.64,No
CUST-01745,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,57.65,401.91,No
CUST-01746,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),58.72,1945.41,No
CUST-01747,Male,0,No,Yes,24,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,33.49,792.57,Yes
CUST-01748,Male,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.87,1030.72,No
CUST-01749,Male,0,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,40.74,1736.91,No
CUST-01750,Female,0,Yes,No,49,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),58.66,2881.13,No
CUST-01751,Female,0,Yes,Yes,12,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,61.66,767.99,No
CUST-01752,Female,1,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.92,1102.21,No
CUST-01753,Male,0,Yes,Yes,52,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,53.51,2809.25,No
CUST-01754,Male,0,No,No,62,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,59.48,3685.78,No
CUST-01755,Female,0,No,No,1,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),72.66,76.48,Yes
CUST-01756,Male,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.91,953.5,No
CUST-01757,Male,0,No,No,22,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,58.29,1264.41,No
CUST-01758,Male,0,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),61.59,3553.46,No
CUST-01759,Male,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,59.16,4046.35,Yes
CUST-01760,Female,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.44,2997.28,No
CUST-01761,Male,0,Yes,No,26,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,41.99,1076.3,No
CUST-01762,Male,0,No,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.25,1188.68,No
CUST-01763,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,61.52,No
CUST-01764,Male,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.7,2323.14,No
CUST-01765,Female,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,71.49,5086.77,No
CUST-01766,Female,0,Yes,Yes,69,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),41.74,2867.06,No
CUST-01767,Male,0,Yes,No,26,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,40.47,1047.01,No
CUST-01768,Male,1,Yes,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,83.78,3830.72,No
CUST-01769,Male,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.85,869.65,No
CUST-01770,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,447.92,Yes
CUST-01771,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,126.1,No
CUST-01772,Male,0,Yes,No,22,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,51.72,1127.05,No
CUST-01773,Female,0,No,No,63,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.45,5746.63,No
CUST-01774,Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.41,2209.12,No
CUST-01775,Female,0,No,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.3,1721.84,No
CUST-01776,Female,1,Yes,No,43,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,54.85,2331.9,Yes
CUST-01777,Male,0,No,Yes,68,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,47.14,3163.33,No
CUST-01778,Female,0,No,No,26,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),60.18,1594.96,No
CUST-01779,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.68,358.15,Yes
CUST-01780,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.61,744.2,No
CUST-01781,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,70.69,2571.0,Yes
CUST-01782,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.7,857.72,No
CUST-01783,Female,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),76.81,2695.6,No
CUST-01784,Male,1,Yes,No,5,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.41,226.38,Yes
CUST-01785,Female,0,No,No,31,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,65.77,2041.79,No
CUST-01786,Female,0,No,No,72,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),39.27,2827.73,Yes
CUST-01787,Female,1,Yes,No,21,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,44.25,912.72,No
CUST-01788,Male,0,No,Yes,9,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,45.16,407.92,Yes
CUST-01789,Female,0,No,Yes,28,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,50.97,1431.23,No
CUST-01790,Male,1,No,No,10,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,51.6,519.21,Yes
CUST-01791,Female,0,Yes,No,65,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,47.47,3062.39,Yes
CUST-01792,Male,1,No,No,55,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.73,3171.73,No
CUST-01793,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,1011.19,Yes
CUST-01794,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.56,1343.92,No
CUST-01795,Female,1,No,Yes,60,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.09,4922.63,No
CUST-01796,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.07,349.08,No
CUST-01797,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,68.35,1988.43,No
CUST-01798,Male,0,Yes,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,1302.55,No
CUST-01799,Male,1,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,53.36,1939.9,No
CUST-01800,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,73.7,294.0,Yes
CUST-01801,Male,0,Yes,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,441.17,No
CUST-01802,Male,0,No,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),48.02,3271.83,No
CUST-01803,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),63.0,0.0,No
CUST-01804,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,83.7,679.92,Yes
CUST-01805,Male,0,No,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,1437.08,No
CUST-01806,Female,0,No,Yes,63,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.7,3575.67,Yes
CUST-01807,Male,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),65.99,1500.13,Yes
CUST-01808,Female,0,No,No,4,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,69.33,266.35,No
CUST-01809,Female,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.69,1131.47,No
CUST-01810,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),69.03,2557.65,No
CUST-01811,Male,1,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,64.43,1809.2,Yes
CUST-01812,Male,0,No,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,63.62,2872.3,No
CUST-01813,Male,0,No,No,51,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,71.13,3611.16,No
CUST-01814,Female,0,No,Yes,45,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),63.39,2835.48,No
CUST-01815,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.26,4451.92,No
CUST-01816,Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,79.37,4630.99,No
CUST-01817,Male,0,Yes,No,9,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),51.71,457.93,Yes
CUST-01818,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.26,206.96,Yes
CUST-01819,Male,1,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.81,1222.09,Yes
CUST-01820,Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),74.61,1302.51,No
CUST-01821,Male,0,Yes,No,50,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,50.21,2556.31,No
CUST-01822,Female,0,No,No,22,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),53.6,1185.8,No
CUST-01823,Female,1,No,No,24,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.72,1629.87,Yes
CUST-01824,Male,0,No,No,59,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.59,3235.44,No
CUST-01825,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,654.52,No
CUST-01826,Female,0,No,Yes,67,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,54.92,3680.25,No
CUST-01827,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,77.84,1315.91,Yes
CUST-01828,Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),66.36,1827.49,No
CUST-01829,Male,0,Yes,No,29,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,59.03,1723.77,No
CUST-01830,Female,1,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.89,111.82,Yes
CUST-01831,Male,1,No,Yes,40,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.82,2009.63,Yes
CUST-01832,Female,0,No,No,36,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),37.39,1381.27,No
CUST-01833,Male,1,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.92,491.79,No
CUST-01834,Female,0,Yes,No,20,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),51.31,1019.37,No
CUST-01835,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.99,1032.62,No
CUST-01836,Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.62,3227.74,Yes
CUST-01837,Female,0,No,Yes,70,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,43.96,3071.08,No
CUST-01838,Female,1,Yes,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.28,522.19,Yes
CUST-01839,Male,0,No,No,52,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,43.41,2253.6,No
CUST-01840,Female,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,63.73,3920.96,No
CUST-01841,Female,0,Yes,No,56,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,51.64,2894.16,No
CUST-01842,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.53,2061.84,Yes
CUST-01843,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.35,,No
CUST-01844,Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.56,837.6,No
CUST-01845,Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),27.1,786.16,No
CUST-01846,Female,1,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.49,749.55,Yes
CUST-01847,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.39,1437.06,No
CUST-01848,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.27,1313.8,Yes
CUST-01849,Female,1,Yes,No,61,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,38.95,2398.67,Yes
CUST-01850,Male,0,Yes,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),46.7,1090.06,No
CUST-01851,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.3,5234.77,Yes
CUST-01852,Female,0,No,No,16,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),68.6,1077.1,No
CUST-01853,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.01,1480.12,No
